ID,RUC UBB,COD_DISTRI,FECHA DELITO,HORA,HOUR,DIA,DIA SEMANA,MES,AÑO,LUGAR OCURRENCIA,SITIO SUCESO,DOMICILIO,TIPO_ARMA,DIR_DELITO,DIR_GEOCODIFICADA,LAT,LON,DELITO
27752,RCI_2016_0581,1,2016-12-29 05:12:00,05:12:00,05,Thursday,JUEVES,December,2016,ESTABLECIMIENTO COMERCIAL,TIENDA COMERCIAL,MORAVIA #2343,NAN,MORAVIA 2343 HUALPEN CHILE,"MORAVIA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.7883156,-73.1110421,ROBO CON INTIMIDACION. ART. 433
27754,RLH_2016_0633,1,2016-12-29 06:12:00,06:12:00,06,Thursday,JUEVES,December,2016,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,ROMA #3432,NAN,ROMA 3432 HUALPEN CHILE,"ROMA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7815322,-73.1131874,ROBO EN LUGAR HABITADO ART. 440
27756,RVM_2016_0533,3,2016-12-29 09:12:00,09:12:00,09,Thursday,JUEVES,December,2016,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,JORGE ALESSANDRI #9000,NAN,JORGE ALESSANDRI 9000 HUALPEN CHILE,"AVENIDA JORGE ALESSANDRI RODRIGUEZ, CONCEPCION, BIO-BIO 430, CHILE",-36.79369,-73.06923,ROBO DE VEHICULO MOTORIZADO ART. 443
27758,RCI_2016_0583,1,2016-12-29 12:12:00,12:12:00,12,Thursday,JUEVES,December,2016,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,FINLANDIA CON SUECIA,NAN,FINLANDIA  HUALPEN CHILE,"FINLANDIA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7865782,-73.1171039,ROBO CON INTIMIDACION. ART. 433
27761,RVM_2016_0535,3,2016-12-30 01:12:00,01:12:00,01,Friday,VIERNES,December,2016,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,SANTA MARIA #7490,NAN,SANTA MARIA 7490 HUALPEN CHILE,"AVENIDA SANTA MARIA 7490, CONCEPCION, BIO-BIO 430, CHILE",-36.78678,-73.08091,ROBO DE VEHICULO MOTORIZADO ART. 443
27763,RVM_2016_0536,4,2016-12-30 02:30:00,02:30:00,02,Friday,VIERNES,December,2016,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,CRISTOBAL COLON #8416,NAN,CRISTOBAL COLON 8416 HUALPEN CHILE,"AVENIDA CRISTOBAL COLON 8416, CONCEPCION, BIO-BIO 460, CHILE",-36.79195,-73.08707,ROBO DE VEHICULO MOTORIZADO ART. 443
27767,RLNH_2016_0572,2,2016-12-30 06:12:00,06:12:00,06,Friday,VIERNES,December,2016,ESTABLECIMIENTO EDUCACIONAL,ESCOLAR,FINLANDIA #912,NAN,FINLANDIA 912 HUALPEN CHILE,"FINLANDIA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7846193,-73.0991043,ROBO EN LUGAR NO HABITADO. ART. 442
27770,RCI_2016_0588,3,2016-12-30 07:12:00,07:12:00,07,Friday,VIERNES,December,2016,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,CRISTOBAL COLON #7601,NAN,CRISTOBAL COLON 7601 HUALPEN CHILE,"AVENIDA CRISTOBAL COLON 7601, CONCEPCION, BIO-BIO 460, CHILE",-36.78438,-73.08633,ROBO CON INTIMIDACION. ART. 433
27772,RLNH_2016_0573,2,2016-12-30 07:12:00,07:12:00,07,Friday,VIERNES,December,2016,ESTABLECIMIENTO EDUCACIONAL,ESCOLAR,FINLANDIA #932,NAN,FINLANDIA 932 HUALPEN CHILE,"FINLANDIA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7846193,-73.0991043,ROBO EN LUGAR NO HABITADO. ART. 442
27776,RCI_2016_0589,3,2016-12-30 11:12:00,11:12:00,11,Friday,VIERNES,December,2016,ESTABLECIMIENTO COMERCIAL,NAN,JORGE ALESSANDRI RODRIGUEZ #9000,NAN,JORGE ALESSANDRI RODRIGUEZ 9000 HUALPEN CHILE,"AVENIDA JORGE ALESSANDRI RODRIGUEZ, CONCEPCION, BIO-BIO 430, CHILE",-36.79369,-73.06923,ROBO CON INTIMIDACION. ART. 433
27777,RCI_2016_0590,5,2016-12-30 22:50:00,22:50:00,22,Friday,VIERNES,December,2016,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,MADRID CON ZARAGOZA,NAN,MADRID  HUALPEN CHILE,"MADRID, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7908812,-73.1077433,ROBO CON INTIMIDACION. ART. 433
27778,RVM_2016_0538,1,2016-12-31 07:12:00,07:12:00,07,Saturday,SABADO,December,2016,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDECIAS,VIVIENDA,SERBIA #3126,NAN,SERBIA 3126 HUALPEN CHILE,"SERBIA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.7898488,-73.1134907,ROBO DE VEHICULO MOTORIZADO ART. 443
27787,RCI_2017_0002,4,2017-01-01 11:01:00,11:01:00,11,Sunday,DOMINGO,January,2017,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,AVENIDA CURANILAHUE CON LOS MUERMOS,NAN,AVENIDA CURANILAHUE  HUALPEN CHILE,"AVENIDA CURANILAHUE, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.7900345,-73.0906355,ROBO CON INTIMIDACION. ART. 433
27792,RVM_2017_0001,5,2017-01-02 10:01:00,10:01:00,10,Monday,LUNES,January,2017,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,ALEMANIA CON PATRIA VIEJA,NAN,ALEMANIA  HUALPEN CHILE,"ALEMANIA, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7950334,-73.1060074,ROBO DE VEHICULO MOTORIZADO ART. 443
27793,RCI_2017_0005,1,2017-01-02 11:01:00,11:01:00,11,Monday,LUNES,January,2017,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,GRAN BRETANA CON GRECIA,NAN,GRAN BRETANA  HUALPEN CHILE,"GRAN BRETAï¿½A, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.802749,-73.105416,ROBO CON INTIMIDACION. ART. 433
27796,RVM_2017_0003,1,2017-01-03 01:01:00,01:01:00,01,Tuesday,MARTES,January,2017,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,PASAJE TRECE #2675,NAN,PASAJE TRECE 2675 HUALPEN CHILE,"PASAJE TRECE, CONCEPCION, BIO-BIO 413, CHILE",-36.79305,-73.11165,ROBO DE VEHICULO MOTORIZADO ART. 443
27798,RCI_2017_0006,1,2017-01-03 02:01:00,02:01:00,02,Tuesday,MARTES,January,2017,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,FINLANDIA CON ALEMANIA,NAN,FINLANDIA  HUALPEN CHILE,"FINLANDIA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7865782,-73.1171039,ROBO CON INTIMIDACION. ART. 433
27800,RCV_2017_0003,1,2017-01-03 07:01:00,07:01:00,07,Tuesday,MARTES,January,2017,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,YUGOSLAVIA CON ALEMANIA,NAN,YUGOSLAVIA  HUALPEN CHILE,"YUGOSLAVIA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7814533,-73.1127997,ROBO CON VIOLENCIA
27804,RBNUP_2017_0002,2,2017-01-03 11:01:00,11:01:00,11,Tuesday,MARTES,January,2017,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,HOLANDA #1168,NAN,HOLANDA 1168 HUALPEN CHILE,"HOLANDA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7798936,-73.0983972,ROBO EN BIENES NAC
27806,RLH_2017_0005,1,2017-01-04 02:01:00,02:01:00,02,Wednesday,MIERCOLES,January,2017,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDECIAS,VIVIENDA,CALLE DOS #4457,NAN,CALLE DOS 4457 HUALPEN CHILE,"CALLE DOS, CALLE 2, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7965464,-73.1121525,ROBO EN LUGAR HABITADO ART. 440
27807,RCV_2017_0004,2,2017-01-04 05:01:00,05:01:00,05,Wednesday,MIERCOLES,January,2017,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,IRLANDA CON GRECIA,NAN,IRLANDA  HUALPEN CHILE,"IRLANDA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.7899694,-73.1087504,ROBO CON VIOLENCIA
27810,RPS_2017_0001,6,2017-01-04 08:01:00,08:01:00,08,Wednesday,MIERCOLES,January,2017,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,POSTDAM CON LA RECONQUISTA,NAN,POSTDAM  HUALPEN CHILE,"PARQUE POSTDAM, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, CHILE",-36.80062435,-73.09445074,ROBO POR SORPRESA. ART. 436
27812,RLNH_2017_0007,3,2017-01-04 08:01:00,08:01:00,08,Wednesday,MIERCOLES,January,2017,OTROS LUGARES NO CLASIFICADOS,NAN,AVENIDA CRISTOBAL COLON #8419,NAN,AVENIDA CRISTOBAL COLON 8419 HUALPEN CHILE,"AVENIDA CRISTOBAL COLON 8419, CONCEPCION, BIO-BIO 460, CHILE",-36.79168,-73.08629,ROBO EN LUGAR NO HABITADO. ART. 442
27820,RLNH_2017_0008,3,2017-01-04 20:00:00,20:00:00,20,Wednesday,MIERCOLES,January,2017,ESTABLECIMIENTO COMERCIAL,TIENDA COMERCIAL,AVENIDA CRISTOBAL COLON #8419,NAN,AVENIDA CRISTOBAL COLON 8419 HUALPEN CHILE,"AVENIDA CRISTOBAL COLON 8419, CONCEPCION, BIO-BIO 460, CHILE",-36.79168,-73.08629,ROBO EN LUGAR NO HABITADO. ART. 442
27827,RVM_2017_0008,3,2017-01-06 02:01:00,02:01:00,02,Friday,VIERNES,January,2017,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,JORGE ALESSANDRI #9000,NAN,JORGE ALESSANDRI 9000 HUALPEN CHILE,"AVENIDA JORGE ALESSANDRI RODRIGUEZ, CONCEPCION, BIO-BIO 430, CHILE",-36.79369,-73.06923,ROBO DE VEHICULO MOTORIZADO ART. 443
27833,RLH_2017_0008,2,2017-01-06 08:01:00,08:01:00,08,Friday,VIERNES,January,2017,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDECIAS,VIVIENDA,SUECIA #3226,NAN,SUECIA 3226 HUALPEN CHILE,"SUECIA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.783585,-73.0965938,ROBO EN LUGAR HABITADO ART. 440
27834,RBNUP_2017_0008,6,2017-01-06 08:01:00,08:01:00,08,Friday,VIERNES,January,2017,OTROS LUGARES NO CLASIFICADOS,NAN,AVENIDA JORGE ALESSANDRI #9200,NAN,AVENIDA JORGE ALESSANDRI 9200 HUALPEN CHILE,"AVENIDA JORGE ALESSANDRI, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4030177, CHILE",-36.8151081,-73.0833959,ROBO EN BIENES NAC
27841,RLNH_2017_0012,2,2017-01-07 04:01:00,04:01:00,04,Saturday,SABADO,January,2017,ESTABLECIMIENTO COMERCIAL,AUTOSERVICIO,BULGARIA #2818,NAN,BULGARIA 2818 HUALPEN CHILE,"BULGARIA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7817712,-73.1040398,ROBO EN LUGAR NO HABITADO. ART. 442
27842,RLNH_2017_0013,2,2017-01-07 04:30:00,04:30:00,04,Saturday,SABADO,January,2017,ESTABLECIMIENTO COMERCIAL,AUTOSERVICIO,CALLE BULGARIA #2818,NAN,CALLE BULGARIA 2818 HUALPEN CHILE,"BULGARIA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7817712,-73.1040398,ROBO EN LUGAR NO HABITADO. ART. 442
27844,RLH_2017_0009,1,2017-01-07 07:01:00,07:01:00,07,Saturday,SABADO,January,2017,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDECIAS,VIVIENDA,POLONIA #3496,NAN,POLONIA 3496 HUALPEN CHILE,"POLONIA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.7889433,-73.1124949,ROBO EN LUGAR HABITADO ART. 440
27845,RLNH_2017_0014,2,2017-01-07 07:01:00,07:01:00,07,Saturday,SABADO,January,2017,ESTABLECIMIENTO EDUCACIONAL,ESCOLAR,FINLANDIA #912,NAN,FINLANDIA 912 HUALPEN CHILE,"FINLANDIA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7846193,-73.0991043,ROBO EN LUGAR NO HABITADO. ART. 442
27846,RLH_2017_0010,1,2017-01-07 09:01:00,09:01:00,09,Saturday,SABADO,January,2017,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDECIAS,VIVIENDA,LA RODA #250,NAN,LA RODA 250 HUALPEN CHILE,"LA RODA, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.8008286,-73.1102157,ROBO EN LUGAR HABITADO ART. 440
27849,RVM_2017_0011,1,2017-01-07 12:01:00,12:01:00,12,Saturday,SABADO,January,2017,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,AVENIDA DOS CON CALLE DIEZ,NAN,AVENIDA DOS  HUALPEN CHILE,"AVENIDA DOS, CONCEPCION, BIO-BIO, CHILE",-36.79774,-73.11157,ROBO DE VEHICULO MOTORIZADO ART. 443
27850,RBNUP_2017_0012,3,2017-01-08 08:01:00,08:01:00,08,Sunday,DOMINGO,January,2017,ESTABLECIMIENTO COMERCIAL,AUTOSERVICIO,JORGE ALESANDRI #9000,NAN,JORGE ALESANDRI 9000 HUALPEN CHILE,"AVENIDA JORGE ALESSANDRI RODRIGUEZ, CONCEPCION, BIO-BIO 430, CHILE",-36.79369,-73.06923,ROBO EN BIENES NAC
27851,RPS_2017_0006,1,2017-01-08 09:01:00,09:01:00,09,Sunday,DOMINGO,January,2017,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,NAVARRA CON SARAJEVO,NAN,NAVARRA  HUALPEN CHILE,"NAVARRA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7893579,-73.1101498,ROBO POR SORPRESA. ART. 436
27860,RLH_2017_0011,2,2017-01-09 10:01:00,10:01:00,10,Monday,LUNES,January,2017,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDECIAS,VIVIENDA,MONACO #1933,NAN,MONACO 1933 HUALPEN CHILE,"MONACO, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7883513,-73.1076629,ROBO EN LUGAR HABITADO ART. 440
27864,RBNUP_2017_0016,3,2017-01-09 12:01:00,12:01:00,12,Monday,LUNES,January,2017,ESTABLECIMIENTO COMERCIAL,TIENDA COMERCIAL,JORGE ALESSANDRI RODRIGUEZ #9200,NAN,JORGE ALESSANDRI RODRIGUEZ 9200 HUALPEN CHILE,"AVENIDA JORGE ALESSANDRI RODRIGUEZ, CONCEPCION, BIO-BIO 430, CHILE",-36.79369,-73.06923,ROBO EN BIENES NAC
27865,RCV_2017_0007,1,2017-01-09 13:20:00,13:20:00,13,Monday,LUNES,January,2017,ESTABLECIMIENTO COMERCIAL,AUTOSERVICIO,GRAN BRETANA CON POSTDAM,NAN,GRAN BRETANA  HUALPEN CHILE,"GRAN BRETAï¿½A, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.802749,-73.105416,ROBO CON VIOLENCIA
27870,RVM_2017_0013,3,2017-01-10 03:01:00,03:01:00,03,Tuesday,MARTES,January,2017,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,CRISTOBAL COLON #9315,NAN,CRISTOBAL COLON 9315 HUALPEN CHILE,"AVENIDA CRISTOBAL COLON 9315, CONCEPCION, BIO-BIO 460, CHILE",-36.80157,-73.08301,ROBO DE VEHICULO MOTORIZADO ART. 443
27871,RCI_2017_0017,1,2017-01-10 06:01:00,06:01:00,06,Tuesday,MARTES,January,2017,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,FINLANDIA CON BULGARIA,NAN,FINLANDIA  HUALPEN CHILE,"FINLANDIA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7865782,-73.1171039,ROBO CON INTIMIDACION. ART. 433
27872,RLNH_2017_0019,2,2017-01-10 08:01:00,08:01:00,08,Tuesday,MARTES,January,2017,ORGANIZACION PUBLICO Y/O SOCIAL,SERVICIOS PUBLICOS,LISBOA #2496,NAN,LISBOA 2496 HUALPEN CHILE,"PASAJE LISBOA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7781509,-73.1081085,ROBO EN LUGAR NO HABITADO. ART. 442
27873,RVM_2017_0014,4,2017-01-10 08:01:00,08:01:00,08,Tuesday,MARTES,January,2017,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,CORRAL CON LA RECONQUISTA,NAN,CORRAL  HUALPEN CHILE,"CORRAL, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.7953435,-73.093453,ROBO DE VEHICULO MOTORIZADO ART. 443
27876,RBNUP_2017_0020,5,2017-01-10 11:01:00,11:01:00,11,Tuesday,MARTES,January,2017,BIENES NACIONALES USO PUBLICO,VEHICULO EN VIA PUBLICA,BENEVENTO #865,NAN,BENEVENTO 865 HUALPEN CHILE,"BENEVENTO, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7970454,-73.1008356,ROBO EN BIENES NAC
27877,RLNH_2017_0020,3,2017-01-10 11:01:00,11:01:00,11,Tuesday,MARTES,January,2017,ESTABLECIMIENTO DE DIVERSION,CENTRO DE JUEGOS,COLON #7510,NAN,COLON 7510 HUALPEN CHILE,"COLEGIO CRISTOBAL COLON, CALLE POSTDAM, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.80078395,-73.08366451,ROBO EN LUGAR NO HABITADO. ART. 442
27878,RBNUP_2017_0021,3,2017-01-10 12:01:00,12:01:00,12,Tuesday,MARTES,January,2017,OTROS LUGARES NO CLASIFICADOS,NAN,JORGE ALESSANDRI RODRIGUEZ #1885,NAN,JORGE ALESSANDRI RODRIGUEZ 1885 HUALPEN CHILE,"AVENIDA JORGE ALESSANDRI RODRIGUEZ, CONCEPCION, BIO-BIO 430, CHILE",-36.79369,-73.06923,ROBO EN BIENES NAC
27879,RLH_2017_0012,1,2017-01-11 01:01:00,01:01:00,01,Wednesday,MIERCOLES,January,2017,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDECIAS,VIVIENDA,ESTAMBUL #3591,NAN,ESTAMBUL 3591 HUALPEN CHILE,"ESTAMBUL, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7947072,-73.1083291,ROBO EN LUGAR HABITADO ART. 440
27882,RCI_2017_0018,1,2017-01-11 02:01:00,02:01:00,02,Wednesday,MIERCOLES,January,2017,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,NAVARRA #1965,NAN,NAVARRA 1965 HUALPEN CHILE,"NAVARRA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7893579,-73.1101498,ROBO CON INTIMIDACION. ART. 433
27883,RCI_2017_0019,6,2017-01-11 04:01:00,04:01:00,04,Wednesday,MIERCOLES,January,2017,BIENES NACIONALES USO PUBLICO,CARRETERAS Y CAMINOS,AVENIDA LOS COPIHUES CON AVENIDA CRISTOB,NAN,AVENIDA LOS COPIHUES  HUALPEN CHILE,"AVENIDA LOS COPIHUES, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.7993851,-73.0880594,ROBO CON INTIMIDACION. ART. 433
27888,RBNUP_2017_0025,6,2017-01-11 07:01:00,07:01:00,07,Wednesday,MIERCOLES,January,2017,BIENES NACIONALES USO PUBLICO,ESTACIONAMIENTO ABIERTO,AVENIDA JORGE ALESSANDRI #9000,NAN,AVENIDA JORGE ALESSANDRI 9000 HUALPEN CHILE,"AVENIDA JORGE ALESSANDRI, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4030177, CHILE",-36.8151081,-73.0833959,ROBO EN BIENES NAC
37010,RLNH_2019_0402,1,2019-09-05 07:15:00,07:15:00,07,Thursday,JUEVES,September,2019,ESTABLECIMIENTO PRODUCTIVO,INDUSTRIA,CAMINO LENGA #2001,NAN,CAMINO LENGA 2001 HUALPEN CHILE,"LENGA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, CHILE",-36.7674406,-73.1763482,ROBO EN LUGAR NO HABITADO. ART. 442
27900,RLNH_2017_0024,3,2017-01-12 09:01:00,09:01:00,09,Thursday,JUEVES,January,2017,ESTABLECIMIENTO PRODUCTIVO,INDUSTRIA,CRISTOBAL COLON #7551,NAN,CRISTOBAL COLON 7551 HUALPEN CHILE,"AVENIDA CRISTOBAL COLON 7551, CONCEPCION, BIO-BIO 460, CHILE",-36.78387,-73.08667,ROBO EN LUGAR NO HABITADO. ART. 442
27902,RBNUP_2017_0027,6,2017-01-12 12:01:00,12:01:00,12,Thursday,JUEVES,January,2017,BIENES NACIONALES USO PUBLICO,ESTACIONAMIENTO CERRADO,AVDA. COSTANERA #9781,NAN,AVENIDA COSTANERA 9781 HUALPEN CHILE,"EASY, 9781, AVENIDA COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.8080154,-73.0885428,ROBO EN BIENES NAC
27904,RVM_2017_0017,6,2017-01-12 19:15:00,19:15:00,19,Thursday,JUEVES,January,2017,BIENES NACIONALES USO PUBLICO,CARRETERAS Y CAMINOS,AVENIDA JORGE ALESSANDRI #9200,NAN,AVENIDA JORGE ALESSANDRI 9200 HUALPEN CHILE,"AVENIDA JORGE ALESSANDRI, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4030177, CHILE",-36.8151081,-73.0833959,ROBO DE VEHICULO MOTORIZADO ART. 443
27905,RCI_2017_0025,6,2017-01-13 04:01:00,04:01:00,04,Friday,VIERNES,January,2017,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,TRUPAN #9042,NAN,TRUPAN 9042 HUALPEN CHILE,"TRUPAN, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.8011177,-73.0937335,ROBO CON INTIMIDACION. ART. 433
27919,RLH_2017_0018,4,2017-01-15 07:01:00,07:01:00,07,Sunday,DOMINGO,January,2017,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDECIAS,VIVIENDA,PATRIA NUEVA #1018,NAN,PATRIA NUEVA 1018 HUALPEN CHILE,"PATRIA NUEVA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.7917776,-73.0868288,ROBO EN LUGAR HABITADO ART. 440
27924,RCI_2017_0026,6,2017-01-16 05:01:00,05:01:00,05,Monday,LUNES,January,2017,ESTABLECIMIENTO COMERCIAL,TIENDA COMERCIAL,CRISTOBAL COLON #9280,NAN,CRISTOBAL COLON 9280 HUALPEN CHILE,"AVENIDA CRISTOBAL COLON 9280, CONCEPCION, BIO-BIO 460, CHILE",-36.80165,-73.08386,ROBO CON INTIMIDACION. ART. 433
27926,RBNUP_2017_0031,3,2017-01-16 07:01:00,07:01:00,07,Monday,LUNES,January,2017,ESTABLECIMIENTO COMERCIAL,AUTOSERVICIO,AVENIDA CRISTOBAL COLON #3948,NAN,AVENIDA CRISTOBAL COLON 3948 HUALPEN CHILE,"AVENIDA CRISTOBAL COLON, CONCEPCION, BIO-BIO 430, CHILE",-36.78966,-73.08572,ROBO EN BIENES NAC
27928,RBNUP_2017_0032,6,2017-01-16 09:42:00,09:42:00,09,Monday,LUNES,January,2017,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,COSTANERA CON SECTOR SUPER 10,NAN,COSTANERA 10 HUALPEN CHILE,"COSTANERA, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, CHILE",-36.80236095,-73.10541889,ROBO EN BIENES NAC
27933,RLH_2017_0021,1,2017-01-17 04:01:00,04:01:00,04,Tuesday,MARTES,January,2017,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDECIAS,VIVIENDA,POLONIA #3558,NAN,POLONIA 3558 HUALPEN CHILE,"POLONIA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.7889433,-73.1124949,ROBO EN LUGAR HABITADO ART. 440
27936,RLH_2017_0022,5,2017-01-17 08:01:00,08:01:00,08,Tuesday,MARTES,January,2017,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDECIAS,VIVIENDA,POSTDAM #300,NAN,POSTDAM 300 HUALPEN CHILE,"CALLE POSTDAM, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7935287,-73.1066532,ROBO EN LUGAR HABITADO ART. 440
27939,RCI_2017_0028,5,2017-01-17 10:01:00,10:01:00,10,Tuesday,MARTES,January,2017,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,SUECIA CON MARSELLA,NAN,SUECIA  HUALPEN CHILE,"SUECIA, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.78868,-73.0965864,ROBO CON INTIMIDACION. ART. 433
