codigo_aeropuerto;nombre;latitud;longitud;altura;zona_horaria;horario_verano;zona_horaria_iana
OLF;LM Clayton Airport;48.094.444;-105.575;1986;-7;A;America/Denver
OLH;Old Harbor Airport;57.218.056;-153.269.722;55;-9;A;America/Anchorage
OLM;Olympia Regional Airpor;469.694.044;-12.290.254.470.000.000;209;-8;A;America/Los_Angeles
OLS;Nogales Intl;31.417.722;-11.084.789;3955;-7;A;America/Phoenix
OLT;San Diego Old Town Transit Center;327.552;-1.171.995;0;-8;A;America/Los_Angeles
OLV;Olive Branch Muni;34.876.944;-89.783.333;350;-6;A;America/Chicago
OMA;Eppley Afld;41.303.167;-95.894.069;984;-6;A;America/Chicago
OME;Nome;64.512.203;-165.445.247;37;-9;A;America/Anchorage
OMN;Ormond Beach municipal Airport;291.804;-8.106.497;28;-5;A;America/New_York
ONH;Oneonta Municipal Airport;42.524.722;-75.064.444;1763;-5;A;America/New_York
ONP;Newport Municipal Airport;44.580.361;-124.057.917;160;-8;A;America/Los_Angeles
ONT;Ontario Intl;34.056;-117.601.194;944;-8;A;America/Los_Angeles
OOK;Toksook Bay Airport;60.541.389;-165.087.222;59;-9;A;America/Anchorage
OPF;Opa Locka;25.907;-80.278.389;8;-5;A;America/New_York
OQN;Brandywine Airport;395.924;-753.455;466;-5;A;America/New_York
OQU;Quonset State Airport;415.971.389;-714.121.389;18;-5;A;America/New_York
ORD;Chicago Ohare Intl;41.978.603;-87.904.842;668;-6;A;America/Chicago
ORF;Norfolk Intl;36.894.611;-76.201.222;26;-5;A;America/New_York
ORH;Worcester Regional Airport;422.673;-718.757;1009;-5;A;America/New_York
ORI;Port Lions Airport;57.885.278;-152.846.111;52;-9;A;America/Anchorage
ORL;Executive;28.545.464;-81.332.936;113;-5;A;America/New_York
ORT;Northway;62.961.334;-141.929.136;1716;-9;A;America/Anchorage
ORV;Robert Curtis Memorial Airport;668.175;-161.022.222;55;-9;A;America/Anchorage
OSC;Oscoda Wurtsmith;44.451.558;-83.394.053;634;-5;A;America/New_York
OSH;Wittman Regional Airport;44.024.983;-88.551.336;790;-6;A;America/Chicago
OSU;Ohio State University Airport;400.798;-83.073;905;-5;U;America/New_York
OTH;Southwest Oregon Regional Airport;434.171;-124.246;17;-8;A;America/Los_Angeles
OTS;Anacortes Airport;48.498.889;-1.226.625;241;-8;A;America/Los_Angeles
OTZ;Ralph Wien Mem;66.884.678;-16.259.855;11;-9;A;America/Anchorage
OWB;Owensboro Daviess County Airport;377.401;-871.668;406;-6;A;America/Chicago
OWD;Norwood Memorial Airport;421.905.278;-711.729.444;49;-5;A;America/New_York
OXC;Waterbury-Oxford Airport;414.785.556;-7.313.525;726;-5;A;America/New_York
OXD;Miami University Airport;395.022.607;-847.843.814;1040;-5;U;America/New_York
OXR;Oxnard - Ventura County;34.200.833;-119.207.222;15;-8;A;America/Los_Angeles
OZA;Ozona Muni;30.735.281;-101.202.972;2381;-6;A;America/Chicago
P08;Coolidge Municipal Airport;329.359.016.418.457;-111.427.001.953.125;1574;-7;A;America/Phoenix
P52;Cottonwood Airport;347.299.995.422.363;-112.035.003.662.109;3550;-7;A;America/Phoenix
PAE;Snohomish Co;47.906.342;-122.281.564;606;-8;A;America/Los_Angeles
PAH;Barkley Regional Airport;370.602.875;-887.729.583;410;-6;A;America/Chicago
PAM;Tyndall Afb;30.069.567;-85.575.417;17;-6;A;America/Chicago
PAO;Palo Alto Airport of Santa Clara County;374.611.111;-1.221.150.556;7;-8;A;America/Los_Angeles
PAQ;Palmer Muni;61.594.914;-149.088.711;242;-9;A;America/Anchorage
PBF;Grider Fld;34.173.142;-91.935.597;206;-6;A;America/Chicago
PBG;Plattsburgh Intl;44.650.944;-73.468.139;234;-5;A;America/New_York
PBI;Palm Beach Intl;26.683.161;-80.095.589;19;-5;A;America/New_York
PBV;St George;56.578.344;-169.661.611;125;-9;A;America/Anchorage
PBX;Pike County Airport - Hatcher Field;375.617.639;-825.663.889;1473;-5;A;America/New_York
PCW;Erie-Ottawa Regional Airport;415.162.703;-828.694.868;590;-5;U;America/New_York
PCZ;Waupaca Municipal Airport;4.433.325;-890.197.778;840;-6;A;America/Chicago
PDB;Pedro Bay Airport;59.782.222;-1.541.325;45;-9;A;America/Anchorage
PDK;Dekalb-Peachtree Airport;338.756.111;-843.019.722;1003;-5;A;America/New_York
PDT;Eastern Oregon Regional Airport;45.695;-118.841.389;1497;-8;A;America/Los_Angeles
PDX;Portland Intl;45.588.722;-1.225.975;30;-8;A;America/Los_Angeles
PEC;Pelican Seaplane Base;57.955.278;-136.236.389;0;-9;A;America/Anchorage
PEQ;Pecos Municipal Airport;313.823.889;-1.035.107.222;2613;-6;A;America/Chicago
PFN;Panama City Bay Co Intl;30.212.083;-85.682.806;20;-6;A;America/Chicago
PGA;Page Municipal Airport;369.261;-1.114.483;4316;-7;A;America/Phoenix
PGD;Charlotte County-Punta Gorda Airport;26.919.722;-81.990.556;26;-5;A;America/New_York
PGV;Pitt-Greenville Airport;35.635.278;-77.385.278;27;-5;A;America/New_York
PHD;Harry Clever Field Airport;404.701.667;-814.199.444;894;-5;A;America/New_York
PHF;Newport News Williamsburg Intl;37.131.894;-76.492.989;43;-5;A;America/New_York
PHK;Pahokee Airport;26.789;-80.692;18;-5;A;America/New_York
PHL;Philadelphia Intl;39.871.944;-75.241.139;36;-5;A;America/New_York
PHN;St Clair Co Intl;42.910.957;-82.528.862;650;-5;A;America/New_York
PHO;Point Hope Airport;683.488;-166.799;12;-9;A;America/Anchorage
PHX;Phoenix Sky Harbor Intl;33.434.278;-112.011.583;1135;-7;N;America/Phoenix
PIA;Peoria Regional;40.664.203;-89.693.258;660;-6;A;America/Chicago
PIB;Hattiesburg Laurel Regional Airport;314.671;-893.371;298;-6;A;America/Chicago
PIE;St Petersburg Clearwater Intl;27.910.167;-82.687.389;10;-5;A;America/New_York
PIH;Pocatello Regional Airport;429.098;-112.596;4452;-7;A;America/Denver
PIM;Harris County Airport;328.406.944;-848.824.444;902;-5;A;America/New_York
PIP;Pilot Point Airport;57.585.393;-157.571.944;57;-9;A;America/Anchorage
PIR;Pierre Regional Airport;443.827;-100.286;1742;-6;A;America/Chicago
PIT;Pittsburgh Intl;40.491.467;-80.232.872;1204;-5;A;America/New_York
PIZ;Point Lay Lrrs;69.732.875;-163.005.342;25;-9;A;America/Anchorage
PKB;Mid-Ohio Valley Regional Airport;393.451.039;-814.392.031;858;-5;A;America/New_York
PLN;Pellston Regional Airport of Emmet County Airport;455.709;-847.967;720;-5;A;America/New_York
PMB;Pembina Muni;48.942.501;-97.240.833;795;-6;A;America/Chicago
PMD;Palmdale Rgnl Usaf Plt 42;34.629.391;-11.808.456;2543;-8;A;America/Los_Angeles
PML;Port Moller Airport;56.006.111;-160.560.833;20;-9;A;America/Anchorage
PMP;Pompano Beach Airpark;262.471.389;-801.110.556;19;-5;A;America/New_York
PNC;Ponca City Rgnl;36.731.958;-97.099.781;1007;-6;A;America/Chicago
PNE;Northeast Philadelphia;40.081.944;-75.010.586;121;-5;A;America/New_York
PNM;Princeton Muni;45.559.868;-93.608.217;979;-6;A;America/Chicago
PNS;Pensacola Rgnl;30.473.425;-87.186.611;121;-6;A;America/Chicago
POB;Pope Field;35.170.883;-79.014.472;217;-5;A;America/New_York
POC;Brackett Field;340.916.667;-1.177.817.778;1014;-8;A;America/Los_Angeles
POE;Polk Aaf;31.044.833;-93.191.667;330;-6;A;America/Chicago
POF;Poplar Bluff Municipal Airport;3.677.394.444;-903.248.611;331;-6;A;America/Chicago
PPC;Prospect Creek Airport;66.814.167;-150.643.611;1095;-9;A;America/Anchorage
PPV;Port Protection Seaplane Base;56.328.889;-133.61;0;-9;A;America/Anchorage
PQI;Northern Maine Rgnl At Presque Isle;46.688.958;-68.044.797;534;-5;A;America/New_York
PQS;Pilot Station Airport;61.934.444;-162.899.444;305;-9;A;America/Anchorage
PRC;Ernest A Love Fld;34.654.472;-112.419.583;5045;-7;A;America/Phoenix
PRL;Port Oceanic Airport;602.083.333;-1.478.194.444;142;-9;A;America/Anchorage
PSC;Tri Cities Airport;462.647;-119.119;410;-8;A;America/Los_Angeles
PSG;Petersburg James A. Johnson;56.801.667;-132.945.278;105;-9;A;America/Anchorage
PSM;Pease International Tradeport;430.779;-708.233;100;-5;A;America/New_York
PSP;Palm Springs Intl;33.829.667;-116.506.694;477;-8;A;America/Los_Angeles
PSX;Palacios Muni;28.727.508;-96.250.958;14;-6;A;America/Chicago
PTA;Port Alsworth Airport;60.208.281;-154.306.586;253;-9;A;America/Anchorage
PTB;Dinwiddie County Airport;3.718.375;-77.507.388;193;-5;A;America/New_York
PTH;Port Heiden Airport;569.591;-158.633;95;-9;A;America/Anchorage
PTK;Oakland Co. Intl;42.667;-83.35;980;-5;A;America/New_York
PTU;Platinum;59.011.356;-161.819.664;15;-9;A;America/Anchorage
PUB;Pueblo Memorial;38.289.085;-104.496.572;4726;-7;A;America/Denver
PUC;Carbon County Regional-Buck Davis Field;39.609.722;-11.075.278;5957;-7;A;America/Denver
PUW;Pullman-Moscow Rgnl;46.743.861;-117.109.583;2556;-8;A;America/Los_Angeles
PVC;Provincetown Muni;42.071.945;-7.022.139;9;-5;A;America/New_York
PVD;Theodore Francis Green State;41.732.581;-71.420.383;55;-5;A;America/New_York
PVU;Provo Municipal Airport;4.021.805.555;-11.172.222.222;4497;-7;A;America/Denver
PWK;Chicago Executive;421.142.897;-879.015.376;647;-6;A;America/Chicago
PWM;Portland Intl Jetport;43.646.161;-70.309.281;77;-5;A;America/New_York
PWT;Bremerton National;47.490.244;-122.764.814;444;-8;A;America/Los_Angeles
PYM;Plymouth Municipal Airport;419.090.278;-707.287.778;148;-5;A;America/New_York
PYP;Centre-Piedmont-Cherokee County Regional Airport;340.899.167;-856.100.833;595;-6;A;America/Chicago
R49;Ferry County Airport;487.182.058;-1.186.564.714;2522;-8;A;America/Los_Angeles
RAC;John H. Batten Airport;427.605;-878.152;674;-6;A;America/Chicago
RAL;Riverside Muni;33.951.875;-117.445.103;818;-8;A;America/Los_Angeles
RAP;Rapid City Regional Airport;44.045.278;-103.057.222;3204;-7;A;America/Denver
RBD;Dallas Executive Airport;32.680.833;-96.868.333;201;-6;A;America/Chicago
RBK;French Valley Airport;335.741.791;-1.171.284.732;1350;-8;A;America/Los_Angeles
RBM;Robinson Aaf;34.850.089;-92.300.153;587;-6;A;America/Chicago
RBN;Fort Jefferson;2.461.667;-8.286.667;0;-5;A;America/New_York
RBY;Ruby Airport;647.272;-155.47;653;-9;A;America/Anchorage
RCA;Ellsworth Afb;44.145.042;-103.103.567;3279;-7;A;America/Denver
RCE;Roche Harbor Seaplane Base;48.608.056;-123.159.722;0;-8;A;America/Los_Angeles
RCZ;Richmond County Airport;348.913.056;-797.596.111;358;-5;A;America/New_York
RDD;Redding Muni;40.509;-122.293.389;504;-8;A;America/Los_Angeles
RDG;Reading Regional Carl A Spaatz Field;403.785;-759.652;344;-5;A;America/New_York
RDM;Roberts Fld;44.254.066;-121.149.964;3077;-8;A;America/Los_Angeles
RDR;Grand Forks Afb;47.961.098;-97.401.194;913;-6;A;America/Chicago
RDU;Raleigh Durham Intl;35.877.639;-78.787.472;435;-5;A;America/New_York
RDV;Red Devil Airport;61.788.056;-157.350.278;174;-9;A;America/Anchorage
REI;Redlands Municipal Airport;3.408.525;-117.146.388;1574;-8;A;America/Los_Angeles
RFD;Chicago Rockford International Airport;421.953.611;-890.972.222;742;-6;A;America/Chicago
RHI;Rhinelander Oneida County Airport;456.312;-894.675;1624;-6;A;America/Chicago
RIC;Richmond Intl;37.505.167;-77.319.667;167;-5;A;America/New_York
RID;Richmond Municipal Airport;397.561.006;-848.427.175;1140;-5;U;America/New_York
RIF;Richfield Minicipal Airport;387.364.361;-1.120.989.444;5301;-7;A;America/Denver
RIL;Garfield County Regional Airport;395.263.056;-1.077.269.444;5548;-7;A;America/Denver
RIR;Flabob Airport;33.988.778;-117.409.971;764;-8;A;America/Los_Angeles
RIU;Rancho Murieta;38.486.778;-121.102.778;141;-8;A;America/Los_Angeles
RIV;March Arb;33.880.711;-117.259.453;1535;-8;A;America/Los_Angeles
RIW;Riverton Regional;43.064.167;-108.459.722;5525;-7;A;America/Denver
RKD;Knox County Regional Airport;440.601.111;-690.992.303;56;-5;A;America/New_York
RKH;Rock Hill York Co Bryant Airport;349.878;-810.572;667;-5;A;America/New_York
RKP;Aransas County Airport;280.862.222;-970.436.944;24;-6;A;America/Chicago
RKS;Rock Springs Sweetwater County Airport;415.942;-109.065;6760;-7;A;America/Denver
RME;Griffiss Afld;432.338;-75.407.033;504;-5;A;America/New_York
RMG;Richard B Russell Airport;343.507.778;-851.586.667;664;-5;A;America/New_York
RMP;Rampart Airport;65.507.778;-150.140.833;302;-9;A;America/Anchorage
RMY;Brooks Field Airport;422.511.932;-849.554.443;941;-5;A;America/New_York
RND;Randolph Afb;29.529.675;-982.789;762;-6;A;America/Chicago
RNM;Ramona Airport;330.391.667;-11.691.525;1395;-8;A;America/Los_Angeles
RNO;Reno Tahoe Intl;39.499.108;-119.768.108;4415;-8;A;America/Los_Angeles
RNT;Renton;474.931.389;-12.221.575;32;-8;A;America/Los_Angeles
ROA;Roanoke Regional;37.325.472;-79.975.417;1175;-5;A;America/New_York
ROC;Greater Rochester Intl;43.118.866;-77.672.389;559;-5;A;America/New_York
ROW;Roswell Intl Air Center;33.301.556;-104.530.556;3671;-7;A;America/Denver
RSH;Russian Mission Airport;61.775;-161.319.444;51;-9;A;America/Anchorage
RSJ;Rosario Seaplane Base;48.645.556;-122.868.056;0;-8;A;America/Los_Angeles
RST;Rochester;43.908.283;-92.500.014;1317;-6;A;America/Chicago
RSW;Southwest Florida Intl;26.536.167;-81.755.167;30;-5;A;America/New_York
RUT;Rutland State Airport;435.294;-729.496;787;-5;A;America/New_York
RVS;Richard Lloyd Jones Jr Airport;360.396.111;-959.846.389;638;-6;A;America/Chicago
RWI;Rocky Mount Wilson Regional Airport;358.563;-778.919;159;-5;A;America/New_York
RWL;Rawlins Municipal Airport-Harvey Field;418.055.975;-10.719.994;6813;-7;A;America/Denver
RYY;Cobb County Airport-Mc Collum Field;340.131.569;-845.970.556;1041;-5;A;America/New_York
S30;Lebanon State;443.179;-1.225.577;344;-8;A;America/Los_Angeles
S40;Prosser;46.128;-1.194.773;705;-8;A;America/Los_Angeles
S46;Port O\\'Connor Airfield;28.429.977;-96.442.859;10;-6;A;America/Chicago
SAA;Shively Field Airport;414.448.594;-1.068.235.264;7012;-7;A;America/Denver
SAC;Sacramento Executive;38.512.524;-12.149.347;24;-8;A;America/Los_Angeles
SAD;Safford Regional Airport;328.533.333;-1.096.350.833;3179;-7;N;America/Phoenix
SAF;Santa Fe Muni;35.617.108;-106.089.422;6348;-7;A;America/Denver
SAN;San Diego Intl;32.733.556;-117.189.667;17;-8;A;America/Los_Angeles
SAT;San Antonio Intl;29.533.694;-98.469.778;809;-6;A;America/Chicago
SAV;Savannah Hilton Head Intl;32.127.583;-81.202.139;51;-5;A;America/New_York
SBA;Santa Barbara Muni;34.426.211;-119.840.372;10;-8;A;America/Los_Angeles
SBD;San Bernardino International Airport;340.953.521;-1.172.348.722;1159;-8;A;America/Los_Angeles
SBM;Sheboygan County Memorial Airport;437.696;-87.851.402;755;-6;A;America/Chicago
SBN;South Bend Rgnl;41.708.661;-8.631.725;799;-5;A;America/New_York
SBO;Emanuel Co;32.609.139;-82.369.944;327;-5;A;America/New_York
SBP;San Luis County Regional Airport;352.368;-120.642;212;-8;A;America/Los_Angeles
SBS;Steamboat Springs Airport-Bob Adams Field;4.051.625;-1.068.663.056;6882;-7;A;America/Denver
SBY;Salisbury Ocean City Wicomico Rgnl;38.340.525;-75.510.289;52;-5;A;America/New_York
SCC;Deadhorse;7.019.475;-148.465.167;64;-9;A;America/Anchorage
SCE;University Park Airport;40.849.278;-77.848.694;1239;-5;A;America/New_York
SCH;Stratton ANGB - Schenectady County Airpor;4.285.245.555;-73.928.866.666;378;-5;A;America/New_York
SCK;Stockton Metropolitan;37.894.167;-121.238.306;33;-8;A;America/Los_Angeles
SCM;Scammon Bay Airport;61.845.278;-165.571.389;14;-9;A;America/Anchorage
SDC;Williamson-Sodus Airport;432.347.904;-77.119.444;424;-5;A;America/New_York
SDF;Louisville International Airport;381.740.858;-857.364.989;501;-5;A;America/New_York
SDM;Brown Field Municipal Airport;325.722.722;-1.169.801.611;526;-8;A;America/Los_Angeles
SDP;Sand Point Airport;55.315;-160.523;21;-9;A;America/Anchorage
SDX;Sedona;34.848.628;-111.788.472;4830;-7;A;America/Phoenix
SDY;Sidney-Richland Municipal Airport;47.706.944;-1.041.925;1984;-7;A;America/Denver
SEA;Seattle Tacoma Intl;47.449;-122.309.306;433;-8;A;America/Los_Angeles
SEE;Gillespie;328.262.222;-1.169.724.444;388;-8;A;America/Los_Angeles
SEF;Regional - Hendricks AAF;27.456.389;-81.342.222;63;-5;A;America/New_York
SEM;Craig Fld;32.343.947;-86.987.803;166;-6;A;America/Chicago
SES;Selfield Airport;324.404;-869.522;131;-6;A;America/Chicago
SFB;Orlando Sanford Intl;28.777.639;-81.237.489;55;-5;A;America/New_York
SFF;Felts Fld;47.682.819;-117.322.558;1953;-8;A;America/Los_Angeles
SFM;Sanford Regional;4.339.383;-70.708;244;-5;A;America/New_York
SFO;San Francisco Intl;37.618.972;-122.374.889;13;-8;A;America/Los_Angeles
SFZ;North Central State;41.920.764;-71.491.381;441;-5;A;America/New_York
SGF;Springfield Branson Natl;37.245.667;-93.388.639;1268;-6;A;America/Chicago
SGH;Springfield-Beckly Municipal Airport;398.402.778;-838.401.667;1051;-5;A;America/New_York
SGJ;St. Augustine Airport;2.995.925;-813.397.222;10;-5;A;America/New_York
SGR;Sugar Land Regional Airport;2.962.225;-956.565.278;82;-6;A;America/Chicago
SGU;St George Muni;37.090.583;-113.593.056;2941;-7;A;America/Denver
SGY;Skagway Airport;594.601;-135.316;44;-9;A;America/Anchorage
SHD;Shenandoah Valley Regional Airport;38.263.889;-78.896.389;1201;-5;A;America/New_York
SHG;Shungnak Airport;66.888.056;-1.571.625;197;-9;A;America/Anchorage
SHH;Shishmaref Airport;662.496;-166.089;12;-9;A;America/Anchorage
SHR;Sheridan County Airport;447.692;-106.98;4021;-7;A;America/Denver
SHV;Shreveport Rgnl;32.446.629;-938.256;258;-6;A;America/Chicago
SHX;Shageluk Airport;62.692.222;-159.569.167;79;-9;A;America/Anchorage
SIK;Sikeston Memorial Municipal;368.988.889;-8.956.175;315;-6;A;America/Chicago
SIT;Sitka Rocky Gutierrez;57.047.138;-135.361.611;21;-9;A;America/Anchorage
SJC;Norman Y Mineta San Jose Intl;373.626;-121.929.022;62;-8;A;America/Los_Angeles
SJT;San Angelo Rgnl Mathis Fld;3.135.775;-100.496.306;1919;-6;A;America/Chicago
SKA;Fairchild Afb;47.615.058;-117.655.772;2461;-8;A;America/Los_Angeles
SKF;Lackland Afb Kelly Fld Annex;29.384.228;-98.581.108;691;-6;A;America/Chicago
SKK;Shaktoolik Airport;64.371.111;-161.223.889;24;-9;A;America/Anchorage
SKY;Griffing Sandusky;41.433.361;-82.652.333;580;-5;A;America/New_York
SLC;Salt Lake City Intl;40.788.389;-111.977.772;4227;-7;A;America/Denver
SLE;McNary Field;449.095;-123.003;214;-8;A;America/Los_Angeles
SLK;Adirondack Regional Airport;443.853;-742.062;1663;-5;A;America/New_York
SLN;Salina Municipal Airport;38.791;-976.522;1288;-6;A;America/Chicago
SLQ;Sleetmute Airport;61.700.566;-157.165.833;190;-9;A;America/Anchorage
SMD;Smith Fld;41.143.353;-85.152.778;834;-5;A;America/New_York
SME;Lake Cumberland Regional Airport;37.053.611;-84.615.556;927;-5;A;America/New_York
SMF;Sacramento Intl;38.695.417;-121.590.778;27;-8;A;America/Los_Angeles
SMK;St. Michael Airport;63.49;-162.110.278;98;-9;A;America/Anchorage
SMN;Lemhi County Airport;45.123.889;-113.881.389;4043;-7;A;America/Denver
SMO;Santa Monica Municipal Airport;340.158.333;-1.184.513.056;177;-8;A;America/Los_Angeles
SMX;Santa Maria Pub Cpt G Allan Hancock Airport;348.989;-120.457;261;-8;A;America/Los_Angeles
SNA;John Wayne Arpt Orange Co;33.675.667;-117.868.222;56;-8;A;America/Los_Angeles
SNP;St Paul Island;57.167.333;-170.220.444;63;-9;A;America/Anchorage
SNY;Sidney Muni Airport;4.110.167;-102.985;4313;-7;A;America/Denver
SOP;Moore County Airport;352.376.111;-793.887.958;455;-5;A;America/New_York
SOW;Show Low Regional Airport;34.265.556;-110.005.556;6415;-7;A;America/Phoenix
SPB;Scappoose Industrial Airpark;45.771.028;-122.861.833;58;-8;A;America/Los_Angeles
SPF;Black Hills Airport-Clyde Ice Field;444.811.407;-1.037.860.053;3931;-7;A;America/Denver
SPG;Albert Whitted;27.765.111;-82.626.972;7;-5;A;America/New_York
SPI;Abraham Lincoln Capital;398.441;-89.677.889;597;-6;A;America/Chicago
SPS;Sheppard Afb Wichita Falls Muni;33.988.797;-98.491.894;1019;-6;A;America/Chicago
SPW;Spencer Muni;43.165.527;-95.202.805;1339;-6;A;America/Chicago
SPZ;Silver Springs Airport;394.030.278;-1.192.511.944;4269;-8;A;America/Los_Angeles
SQL;San Carlos Airport;37.511.944;-122.249.444;5;-8;A;America/Los_Angeles
SRQ;Sarasota Bradenton Intl;27.395.444;-82.554.389;30;-5;A;America/New_York
SRR;Sierra Blanca Regional Airport;3.346.285;-105.534.751;6814;-7;A;America/Denver
SRV;Stony River 2 Airport;617.875;-156.591.111;230;-9;A;America/Anchorage
SSC;Shaw Afb;33.972.719;-80.470.564;242;-5;A;America/New_York
SSI;McKinnon Airport;311.519.722;-813.910.556;19;-5;A;America/New_York
STC;Saint Cloud Regional Airport;45.546.556;-94.059.889;1031;-6;A;America/Chicago
STE;Stevens Point Municipal Airport;445.451.356;-895.302.844;1110;-6;A;America/Chicago
STG;St. George Airport;56.577.222;-169.663.611;125;-9;A;America/Anchorage
STJ;Rosecrans Mem;39.771.944;-94.909.706;826;-6;A;America/Chicago
STK;Sterling Municipal Airport;406.153.136;-1.032.648.454;4040;-7;A;America/Denver
STL;Lambert St Louis Intl;38.748.697;-90.370.028;618;-6;A;America/Chicago
STS;Charles M Schulz Sonoma Co;38.508.978;-12.281.288;125;-8;A;America/Los_Angeles
SUA;Witham Field Airport;271.816.996;-80.221.294;16;-5;A;America/New_York
SUE;Door County Cherryland Airport;448.436.667;-874.215.556;725;-6;U;America/Chicago
SUN;Friedman Mem;43.504.444;-114.296.194;5320;-7;A;America/Denver
SUS;Spirit Of St Louis;38.662.119;-90.652.044;463;-6;A;America/Chicago
SUU;Travis Afb;38.262.692;-121.927.464;62;-8;A;America/Los_Angeles
SUX;Sioux Gateway Col Bud Day Fld;42.402.603;-96.384.367;1098;-6;A;America/Chicago
SVA;Savoonga Airport;636.864;-170.493;53;-9;A;America/Anchorage
SVC;Grant County Airport;326.365;-108.156;5446;-7;A;America/Denver
SVH;Regional Airport;357.649.958;-809.538.958;968;-5;A;America/New_York
SVN;Hunter Aaf;32.01;-81.145.683;42;-5;A;America/New_York
SVW;Sparrevohn Lrrs;61.097.369;-155.574.228;1583;-9;A;America/Anchorage
SWD;Seward Airport;601.269.383;-1.494.188.122;22;-9;U;America/Anchorage
SWF;Stewart Intl;41.504.094;-74.104.839;491;-5;A;America/New_York
SXP;Sheldon Point Airport;62.520.556;-164.847.778;12;-9;A;America/Anchorage
SXQ;Soldotna Airport;604.749.583;-1.510.382.389;113;-9;U;America/Anchorage
SYA;Eareckson As;52.712.275;17.411.362;98;-9;A;America/Anchorage
SYB;Seal Bay Seaplane Base;58.166.667;-152.5;0;-9;A;America/Anchorage
SYR;Syracuse Hancock Intl;43.111.187;-76.106.311;421;-5;A;America/New_York
SZL;Whiteman Afb;38.730.306;-93.547.864;870;-6;A;America/Chicago
TAL;Tanana Airport;65.179.556;-152.075.833;207;-9;A;America/Anchorage
TAN;Taunton Municipal Airport - King Field;418.744.017;-710.166.453;43;-5;A;America/New_York
TBN;Waynesville Rgnl Arpt At Forney Fld;37.741.631;-92.140.736;1159;-6;A;America/Chicago
TCC;Tucumcari Muni;35.182.777;-103.603.186;4065;-7;A;America/Denver
TCL;Tuscaloosa Rgnl;33.220.627;-87.611.403;170;-6;A;America/Chicago
TCM;Mc Chord Afb;47.137.678;-122.476.475;322;-8;A;America/Los_Angeles
TCS;Truth Or Consequences Muni;33.236.944;-10.727.175;4853;-7;A;America/Denver
TCT;Takotna Airport;62.971.944;-156.082.778;825;-9;A;America/Anchorage
TEB;Teterboro;40.850.103;-74.060.837;9;-5;A;America/New_York
TEK;Tatitlek Airport;608.725;-146.691.111;62;-9;A;America/Anchorage
TEX;Telluride;37.953.759;-10.790.848;9078;-7;A;America/Denver
TIK;Tinker Afb;35.414.739;-97.386.633;1291;-6;A;America/Chicago
TIW;Tacoma Narrows Airport;47.267.944;-12.257.811;294;-8;A;America/Los_Angeles
TIX;Space Coast Reg'l Airport;285.148;-807.992.278;34;-5;A;America/New_York
TKA;Talkeetna;623.205;-150.093.694;358;-9;A;America/Anchorage
TKE;Tenakee Seaplane Base;57.779.722;-135.218.333;0;-9;A;America/Anchorage
TKF;Truckee-Tahoe Airport;393.200.422;-1.201.395.628;5900;-8;A;America/Los_Angeles
TKI;Collin County Regional Airport at Mc Kinney;331.779.444;-965.905.278;585;-6;A;America/Chicago
TLA;Teller Airport;65.240.278;-166.339.444;294;-9;A;America/Anchorage
TLH;Tallahassee Rgnl;30.396.528;-84.350.333;81;-5;A;America/New_York
TLJ;Tatalina Lrrs;62.894.369;-155.976.525;964;-9;A;America/Anchorage
TLT;Tuluksak Airport;61.096.944;-160.969.444;30;-9;A;America/Anchorage
TMA;Henry Tift Myers Airport;314.289.814;-83.488.545;355;-5;A;America/New_York
TMB;Kendall Tamiami Executive;25.647.889;-80.432.777;8;-5;A;America/New_York
TNC;Tin City LRRS Airport;65.563.056;-167.921.667;269;-9;A;America/Anchorage
TNK;Tununak Airport;60.575.556;-165.271.667;14;-9;A;America/Anchorage
TNT;Dade Collier Training And Transition;25.861.806;-80.897;13;-5;A;America/New_York
TNX;Tonopah Test Range;37.798.836;-11.678.075;5549;-8;A;America/Los_Angeles
TOA;Zamperini Field Airport;33.803.392;-118.339.611;101;-8;A;America/Los_Angeles
TOC;Toccoa RG Letourneau Field Airport;345.928.117;-832.963.717;996;-5;A;America/New_York
TOG;Togiak Airport;590.528;-160.397;21;-9;A;America/Anchorage
TOL;Toledo;41.586.806;-83.807.833;684;-5;A;America/New_York
TOP;Philip Billard Muni;39.068.657;-95.622.482;881;-6;A;America/Chicago
TPA;Tampa Intl;27.975.472;-8.253.325;26;-5;A;America/New_York
TPL;Draughon Miller Central Texas Rgnl;311.525;-97.407.778;682;-6;A;America/Chicago
TRI;Tri-Cities Regional Airport;364.752.222;-824.074.167;1519;-5;A;America/New_York
TRM;Jacqueline Cochran Regional Airport;33.626.666;-1.161.596.667;0;-8;A;America/Los_Angeles
TSS;East 34th Street Heliport;407.425;-73.971.944;10;-5;A;America/New_York
TTD;Portland Troutdale;4.554.937;-122.401.253;39;-8;A;America/Los_Angeles
TTN;Trenton Mercer;40.276.692;-74.813.469;213;-5;A;America/New_York
TUL;Tulsa Intl;36.198.389;-95.888.111;677;-6;A;America/Chicago
TUP;Tupelo Regional Airport;342.681;-887.699;346;-6;A;America/Chicago
TUS;Tucson Intl;32.116.083;-110.941.028;2643;-7;N;America/Phoenix
TVC;Cherry Capital Airport;44.741.445;-85.582.235;624;-5;A;America/New_York
TVF;Thief River Falls;48.065.556;-96.185;1116;-6;A;America/Chicago
